Year,Company,Corpus,text_length,Corpus_token,Corpus_string,Corpus_string_fdist,Corpus_string_lem,is_equal,neg,neu,pos,compound,Sentiment
2016,ExxonMobil,exxonmobil's commitment to research and development has led to significant advancements in energy efficiency. they are driving innovation in the industry.,154,"['exxonmobil', 'commitment', 'research', 'development', 'led', 'significant', 'advancements', 'energy', 'efficiency', 'driving', 'innovation', 'industry']",exxonmobil commitment research development led significant advancements energy efficiency driving innovation industry,exxonmobil commitment research development led significant advancements energy efficiency driving innovation industry,exxonmobil commitment research development led significant advancements energy efficiency driving innovation industry,True,0.0,0.376,0.624,0.8625,positive
2017,Chevron,chevron's investments in renewable energy projects are a 1 step towards a sustainable future. their actions align with environmental goals.,139,"['chevron', 'investments', 'renewable', 'energy', 'projects', '1', 'step', 'towards', 'sustainable', 'future', 'actions', 'align', 'environmental', 'goals']",chevron investments renewable energy projects step towards sustainable future actions align environmental goals,chevron investments renewable energy projects step towards sustainable future actions align environmental goals,chevron investments renewable energy projects step towards sustainable future actions align environmental goals,True,0.0,0.851,0.149,0.2732,positive
2018,Royal Dutch Shell,royal dutch shell's focus on transitioning to cleaner energy sources is encouraging. they are taking the lead in sustainable practices.,135,"['royal', 'dutch', 'shell', 'focus', 'transitioning', 'cleaner', 'energy', 'sources', 'encouraging', 'taking', 'lead', 'sustainable', 'practices']",royal dutch shell focus transitioning cleaner energy sources encouraging taking lead sustainable practices,royal dutch shell focus transitioning cleaner energy sources encouraging taking lead sustainable practices,royal dutch shell focus transitioning cleaner energy sources encouraging taking lead sustainable practices,True,0.0,0.581,0.419,0.7351,positive
2019,BP,bp's commitment to reducing carbon emissions and investing in renewable energy is commendable. they are making 1 changes in the industry.,137,"['bp', 'commitment', 'reducing', 'carbon', 'emissions', 'investing', 'renewable', 'energy', 'commendable', 'making', '1', 'changes', 'industry']",commitment reducing carbon emissions investing renewable energy commendable making changes industry,commitment reducing carbon emissions investing renewable energy commendable making changes industry,commitment reducing carbon emissions investing renewable energy commendable making changes industry,True,0.0,0.657,0.343,0.5719,positive
2016,Total,total's initiatives in clean energy and their efforts to reduce their carbon footprint are praiseworthy. they are contributing to a greener future.,147,"['total', 'initiatives', 'clean', 'energy', 'efforts', 'reduce', 'carbon', 'footprint', 'praiseworthy', 'contributing', 'greener', 'future']",total initiatives clean energy efforts reduce carbon footprint praiseworthy contributing greener future,total initiatives clean energy efforts reduce carbon footprint praiseworthy contributing greener future,total initiatives clean energy efforts reduce carbon footprint praiseworthy contributing greener future,True,0.0,0.517,0.483,0.8126,positive
2017,ConocoPhillips,conocophillips' emphasis on sustainability and environmental stewardship sets them apart in the oil and gas sector. appreciate their commitment.,144,"['conocophillips', 'emphasis', 'sustainability', 'environmental', 'stewardship', 'sets', 'apart', 'oil', 'gas', 'sector', 'appreciate', 'commitment']",conocophillips emphasis sustainability environmental stewardship sets apart oil gas sector appreciate commitment,conocophillips emphasis sustainability environmental stewardship sets apart oil gas sector appreciate commitment,conocophillips emphasis sustainability environmental stewardship sets apart oil gas sector appreciate commitment,True,0.0,0.654,0.346,0.6486,positive
2018,Occidental Petroleum,occidental petroleum's focus on carbon capture technologies shows their dedication to reducing emissions. they are making a 1 impact.,133,"['occidental', 'petroleum', 'focus', 'carbon', 'capture', 'technologies', 'shows', 'dedication', 'reducing', 'emissions', 'making', '1', 'impact']",occidental petroleum focus carbon capture technologies shows dedication reducing emissions making impact,occidental petroleum focus carbon capture technologies shows dedication reducing emissions making impact,occidental petroleum focus carbon capture technologies shows dedication reducing emissions making impact,True,0.0,1.0,0.0,0.0,neutral
2019,Schlumberger,schlumberger's cutting-edge technologies are driving efficiency and sustainability in the oil and gas industry. impressed with their innovations.,145,"['schlumberger', 'cutting', 'edge', 'technologies', 'driving', 'efficiency', 'sustainability', 'oil', 'gas', 'industry', 'impressed', 'innovations']",schlumberger cutting edge technologies driving efficiency sustainability oil gas industry impressed innovations,schlumberger cutting edge technologies driving efficiency sustainability oil gas industry impressed innovations,schlumberger cutting edge technologies driving efficiency sustainability oil gas industry impressed innovations,True,0.093,0.559,0.348,0.6249,positive
2016,Halliburton,halliburton's contributions to oilfield services have played a significant role in optimizing production and maximizing resource utilization.,141,"['halliburton', 'contributions', 'oilfield', 'services', 'played', 'significant', 'role', 'optimizing', 'production', 'maximizing', 'resource', 'utilization']",halliburton contributions oilfield services played significant role optimizing production maximizing resource utilization,halliburton contributions oilfield services played significant role optimizing production maximizing resource utilization,halliburton contributions oilfield services played significant role optimizing production maximizing resource utilization,True,0.0,0.556,0.444,0.7351,positive
2017,ExxonMobil,exxonmobil's investments in research,36,"['exxonmobil', 'investments', 'research']",exxonmobil investments research,exxonmobil investments research,exxonmobil investments research,True,0.0,1.0,0.0,0.0,neutral
2015,Tesla,excited to see tesla's new electric vehicle model hitting the roads. their innovative designs are shaping the future of transportation.,135,"['excited', 'see', 'tesla', 'new', 'electric', 'vehicle', 'model', 'hitting', 'roads', 'innovative', 'designs', 'shaping', 'future', 'transportation']",excited see tesla new electric vehicle model hitting roads innovative designs shaping future transportation,excited see tesla new electric vehicle model hitting roads innovative designs shaping future transportation,excited see tesla new electric vehicle model hitting roads innovative designs shaping future transportation,True,0.0,0.694,0.306,0.6486,positive
2016,General Motors,general motors' commitment to producing eco-friendly vehicles is commendable. they are playing a vital role in reducing carbon emissions.,137,"['general', 'motors', 'commitment', 'producing', 'eco', 'friendly', 'vehicles', 'commendable', 'playing', 'vital', 'role', 'reducing', 'carbon', 'emissions']",general motors commitment producing eco friendly vehicles commendable playing vital role reducing carbon emissions,general motors commitment producing eco friendly vehicles commendable playing vital role reducing carbon emissions,general motors commitment producing eco friendly vehicles commendable playing vital role reducing carbon emissions,True,0.0,0.505,0.495,0.8316,positive
2017,Ford,ford's advancements in autonomous driving technology are impressive. they are revolutionizing the way we commute and travel.,124,"['ford', 'advancements', 'autonomous', 'driving', 'technology', 'impressive', 'revolutionizing', 'way', 'commute', 'travel']",ford advancements autonomous driving technology impressive revolutionizing way commute travel,ford advancements autonomous driving technology impressive revolutionizing way commute travel,ford advancements autonomous driving technology impressive revolutionizing way commute travel,True,0.0,0.732,0.268,0.5106,positive
2018,Toyota,toyota's hybrid and fuel-efficient vehicles are contributing to a greener planet. appreciate their dedication to sustainable transportation.,140,"['toyota', 'hybrid', 'fuel', 'efficient', 'vehicles', 'contributing', 'greener', 'planet', 'appreciate', 'dedication', 'sustainable', 'transportation']",toyota hybrid fuel efficient vehicles contributing greener planet appreciate dedication sustainable transportation,toyota hybrid fuel efficient vehicles contributing greener planet appreciate dedication sustainable transportation,toyota hybrid fuel efficient vehicles contributing greener planet appreciate dedication sustainable transportation,True,0.0,0.645,0.355,0.6705,positive
2019,Honda,honda's focus on electric vehicles and renewable energy solutions is inspiring. they are making significant strides in the automotive industry.,143,"['honda', 'focus', 'electric', 'vehicles', 'renewable', 'energy', 'solutions', 'inspiring', 'making', 'significant', 'strides', 'automotive', 'industry']",honda focus electric vehicles renewable energy solutions inspiring making significant strides automotive industry,honda focus electric vehicles renewable energy solutions inspiring making significant strides automotive industry,honda focus electric vehicles renewable energy solutions inspiring making significant strides automotive industry,True,0.0,0.517,0.483,0.7506,positive
2016,BMW,bmw's luxury electric vehicles are a perfect blend of performance and sustainability. excited to see their lineup expanding.,124,"['bmw', 'luxury', 'electric', 'vehicles', 'perfect', 'blend', 'performance', 'sustainability', 'excited', 'see', 'lineup', 'expanding']",bmw luxury electric vehicles perfect blend performance sustainability excited see lineup expanding,bmw luxury electric vehicles perfect blend performance sustainability excited see lineup expanding,bmw luxury electric vehicles perfect blend performance sustainability excited see lineup expanding,True,0.0,0.621,0.379,0.7269,positive
2017,Volkswagen,volkswagen's push for electric mobility and their commitment to reducing emissions is praiseworthy. they are embracing the future of transportation.,148,"['volkswagen', 'push', 'electric', 'mobility', 'commitment', 'reducing', 'emissions', 'praiseworthy', 'embracing', 'future', 'transportation']",volkswagen push electric mobility commitment reducing emissions praiseworthy embracing future transportation,volkswagen push electric mobility commitment reducing emissions praiseworthy embracing future transportation,volkswagen push electric mobility commitment reducing emissions praiseworthy embracing future transportation,True,0.0,0.592,0.408,0.7351,positive
2018,Hyundai,hyundai's investment in hydrogen fuel cell technology is promising. they are driving innovation in the automotive industry.,123,"['hyundai', 'investment', 'hydrogen', 'fuel', 'cell', 'technology', 'promising', 'driving', 'innovation', 'automotive', 'industry']",hyundai investment hydrogen fuel cell technology promising driving innovation automotive industry,hyundai investment hydrogen fuel cell technology promising driving innovation automotive industry,hyundai investment hydrogen fuel cell technology promising driving innovation automotive industry,True,0.0,0.629,0.371,0.6486,positive
2019,Nissan,nissan's electric vehicle offerings are gaining popularity and changing the perception of electric cars. impressed with their commitment to sustainable mobility.,161,"['nissan', 'electric', 'vehicle', 'offerings', 'gaining', 'popularity', 'changing', 'perception', 'electric', 'cars', 'impressed', 'commitment', 'sustainable', 'mobility']",nissan electric vehicle offerings gaining popularity changing perception electric cars impressed commitment sustainable mobility,nissan electric vehicle offerings gaining popularity changing perception electric cars impressed commitment sustainable mobility,nissan electric vehicle offerings gaining popularity changing perception electric cars impressed commitment sustainable mobility,True,0.0,0.463,0.537,0.891,positive
2016,Tesla,tesla's autopilot feature is a game-changer in the automotive industry. their advancements in self-driving technology are truly remarkable.,139,"['tesla', 'autopilot', 'feature', 'game', 'changer', 'automotive', 'industry', 'advancements', 'self', 'driving', 'technology', 'truly', 'remarkable']",tesla autopilot feature game changer automotive industry advancements self driving technology truly remarkable,tesla autopilot feature game changer automotive industry advancements self driving technology truly remarkable,tesla autopilot feature game changer automotive industry advancements self driving technology truly remarkable,True,0.0,0.629,0.371,0.7579,positive
2017,General Motors,general motors' investment in electric and autonomous vehicles is positioning them for the future. exciting times in the automotive sector.,139,"['general', 'motors', 'investment', 'electric', 'autonomous', 'vehicles', 'positioning', 'future', 'exciting', 'times', 'automotive', 'sector']",general motors investment electric autonomous vehicles positioning future exciting times automotive sector,general motors investment electric autonomous vehicles positioning future exciting times automotive sector,general motors investment electric autonomous vehicles positioning future exciting times automotive sector,True,0.0,0.775,0.225,0.4939,positive
2018,Ford,ford's focus on electric and hybrid vehicles is a step towards a greener future. they are making eco-friendly options more accessible.,134,"['ford', 'focus', 'electric', 'hybrid', 'vehicles', 'step', 'towards', 'greener', 'future', 'making', 'eco', 'friendly', 'options', 'accessible']",ford focus electric hybrid vehicles step towards greener future making eco friendly options accessible,ford focus electric hybrid vehicles step towards greener future making eco friendly options accessible,ford focus electric hybrid vehicles step towards greener future making eco friendly options accessible,True,0.0,0.802,0.198,0.4939,positive
2019,Toyota,toyota's commitment to hydrogen fuel cell vehicles shows their dedication to sustainable transportation. they are driving innovation in the industry.,149,"['toyota', 'commitment', 'hydrogen', 'fuel', 'cell', 'vehicles', 'shows', 'dedication', 'sustainable', 'transportation', 'driving', 'innovation', 'industry']",toyota commitment hydrogen fuel cell vehicles shows dedication sustainable transportation driving innovation industry,toyota commitment hydrogen fuel cell vehicles shows dedication sustainable transportation driving innovation industry,toyota commitment hydrogen fuel cell vehicles shows dedication sustainable transportation driving innovation industry,True,0.0,0.679,0.321,0.6369,positive
2016,Honda,honda's hybrid offerings are fuel-efficient and eco-friendly. glad to see their efforts in making greener transportation options available.,139,"['honda', 'hybrid', 'offerings', 'fuel', 'efficient', 'eco', 'friendly', 'glad', 'see', 'efforts', 'making', 'greener', 'transportation', 'options', 'available']",honda hybrid offerings fuel efficient eco friendly glad see efforts making greener transportation options available,honda hybrid offerings fuel efficient eco friendly glad see efforts making greener transportation options available,honda hybrid offerings fuel efficient eco friendly glad see efforts making greener transportation options available,True,0.0,0.571,0.429,0.8402,positive
2017,BMW,bmw's electric vehicles are redefining luxury and sustainability. they are leading the way in the electric automotive market.,125,"['bmw', 'electric', 'vehicles', 'redefining', 'luxury', 'sustainability', 'leading', 'way', 'electric', 'automotive', 'market']",bmw electric vehicles redefining luxury sustainability leading way electric automotive market,bmw electric vehicles redefining luxury sustainability leading way electric automotive market,bmw electric vehicles redefining luxury sustainability leading way electric automotive market,True,0.0,1.0,0.0,0.0,neutral
2018,Volkswagen,volkswagen's commitment to electric mobility and their investment in charging infrastructure is praiseworthy. they are driving the electric revolution.,151,"['volkswagen', 'commitment', 'electric', 'mobility', 'investment', 'charging', 'infrastructure', 'praiseworthy', 'driving', 'electric', 'revolution']",volkswagen commitment electric mobility investment charging infrastructure praiseworthy driving electric revolution,volkswagen commitment electric mobility investment charging infrastructure praiseworthy driving electric revolution,volkswagen commitment electric mobility investment charging infrastructure praiseworthy driving electric revolution,True,0.0,0.592,0.408,0.7351,positive
2019,Hyundai,hyundai's focus on electric vehicles and their commitment to sustainability is impressive. they are contributing to a cleaner transportation future.,148,"['hyundai', 'focus', 'electric', 'vehicles', 'commitment', 'sustainability', 'impressive', 'contributing', 'cleaner', 'transportation', 'future']",hyundai focus electric vehicles commitment sustainability impressive contributing cleaner transportation future,hyundai focus electric vehicles commitment sustainability impressive contributing cleaner transportation future,hyundai focus electric vehicles commitment sustainability impressive contributing cleaner transportation future,True,0.0,0.513,0.487,0.765,positive
2016,Nissan,"nissan's electric vehicle lineup is expanding, offering more options for eco-conscious drivers. exciting to see their progress in the ev market.",144,"['nissan', 'electric', 'vehicle', 'lineup', 'expanding', 'offering', 'options', 'eco', 'conscious', 'drivers', 'exciting', 'see', 'progress', 'ev', 'market']",nissan electric vehicle lineup expanding offering options eco conscious drivers exciting see progress market,nissan electric vehicle lineup expanding offering options eco conscious drivers exciting see progress market,nissan electric vehicle lineup expanding offering options eco conscious drivers exciting see progress market,True,0.0,0.667,0.333,0.7184,positive
2017,Tesla,tesla's model 3 release is a game-changer for electric vehicles. their innovations continue to shape the future of the automotive industry.,139,"['tesla', 'model', '3', 'release', 'game', 'changer', 'electric', 'vehicles', 'innovations', 'continue', 'shape', 'future', 'automotive', 'industry']",tesla model release game changer electric vehicles innovations continue shape future automotive industry,tesla model release game changer electric vehicles innovations continue shape future automotive industry,tesla model release game changer electric vehicles innovations continue shape future automotive industry,True,0.0,1.0,0.0,0.0,neutral
2015,Nike,just bought some new kicks from nike! their shoes are always top-notch in quality and style. can't wait to rock them!,117,"['bought', 'new', 'kicks', 'nike', 'shoes', 'always', 'top', 'notch', 'quality', 'style', 'wait', 'rock']",bought new kicks nike shoes always top notch quality style wait rock,bought new kicks nike shoes always top notch quality style wait rock,bought new kicks nike shoes always top notch quality style wait rock,True,0.0,0.859,0.141,0.2023,positive
2016,Adidas,adidas continues to impress with their innovative designs and collaborations. their sneakers are a must-have for any sneakerhead.,129,"['adidas', 'continues', 'impress', 'innovative', 'designs', 'collaborations', 'sneakers', 'must', 'sneakerhead']",adidas continues impress innovative designs collaborations sneakers must sneakerhead,adidas continues impress innovative designs collaborations sneakers must sneakerhead,adidas continues impress innovative designs collaborations sneakers must sneakerhead,True,0.0,0.547,0.453,0.7003,positive
2017,LVMH,lvmh's luxury fashion brands are the epitome of elegance and sophistication. their craftsmanship and attention to detail are unparalleled.,138,"['lvmh', 'luxury', 'fashion', 'brands', 'epitome', 'elegance', 'sophistication', 'craftsmanship', 'attention', 'detail', 'unparalleled']",lvmh luxury fashion brands epitome elegance sophistication craftsmanship attention detail unparalleled,lvmh luxury fashion brands epitome elegance sophistication craftsmanship attention detail unparalleled,lvmh luxury fashion brands epitome elegance sophistication craftsmanship attention detail unparalleled,True,0.0,0.763,0.237,0.4767,positive
2018,Burberry,burberry's latest collection is absolutely stunning. their classic designs with a modern twist never fail to impress.,117,"['burberry', 'latest', 'collection', 'absolutely', 'stunning', 'classic', 'designs', 'modern', 'twist', 'never', 'fail', 'impress']",burberry latest collection absolutely stunning classic designs modern twist never fail impress,burberry latest collection absolutely stunning classic designs modern twist never fail impress,burberry latest collection absolutely stunning classic designs modern twist never fail impress,True,0.14,0.525,0.335,0.5166,positive
2019,Gucci,gucci's fashion shows are always a feast for the eyes. their creative and bold designs push the boundaries of fashion.,118,"['gucci', 'fashion', 'shows', 'always', 'feast', 'eyes', 'creative', 'bold', 'designs', 'push', 'boundaries', 'fashion']",gucci fashion shows always feast eyes creative bold designs push boundaries fashion,gucci fashion shows always feast eyes creative bold designs push boundaries fashion,gucci fashion shows always feast eyes creative bold designs push boundaries fashion,True,0.0,0.645,0.355,0.6705,positive
2016,Ralph Lauren,ralph lauren's timeless fashion pieces are a staple in any wardrobe. their iconic polo shirts are a classic.,108,"['ralph', 'lauren', 'timeless', 'fashion', 'pieces', 'staple', 'wardrobe', 'iconic', 'polo', 'shirts', 'classic']",ralph lauren timeless fashion pieces staple wardrobe iconic polo shirts classic,ralph lauren timeless fashion pieces staple wardrobe iconic polo shirts classic,ralph lauren timeless fashion pieces staple wardrobe iconic polo shirts classic,True,0.0,1.0,0.0,0.0,neutral
2017,H&M,h&m offers trendy and affordable fashion for everyone. love how they keep up with the latest fashion trends.,108,"['h', 'offers', 'trendy', 'affordable', 'fashion', 'everyone', 'love', 'keep', 'latest', 'fashion', 'trends']",offers trendy affordable fashion everyone love keep latest fashion trends,offers trendy affordable fashion everyone love keep latest fashion trends,offers trendy affordable fashion everyone love keep latest fashion trends,True,0.0,0.682,0.318,0.6369,positive
2018,Prada,prada's luxury fashion accessories are a symbol of style and sophistication. their handbags are on every fashionista's wishlist.,128,"['prada', 'luxury', 'fashion', 'accessories', 'symbol', 'style', 'sophistication', 'handbags', 'every', 'fashionista', 'wishlist']",prada luxury fashion accessories symbol style sophistication handbags every fashionista wishlist,prada luxury fashion accessories symbol style sophistication handbags every fashionista wishlist,prada luxury fashion accessories symbol style sophistication handbags every fashionista wishlist,True,0.0,1.0,0.0,0.0,neutral
2019,Versace,versace's bold and glamorous designs are synonymous with high fashion. their runway shows are always a spectacle.,113,"['versace', 'bold', 'glamorous', 'designs', 'synonymous', 'high', 'fashion', 'runway', 'shows', 'always', 'spectacle']",versace bold glamorous designs synonymous high fashion runway shows always spectacle,versace bold glamorous designs synonymous high fashion runway shows always spectacle,versace bold glamorous designs synonymous high fashion runway shows always spectacle,True,0.0,0.604,0.396,0.7096,positive
2016,Zara,zara's fast-fashion model is perfect for keeping up with the latest trends without breaking the bank. love their stylish and affordable clothing.,145,"['zara', 'fast', 'fashion', 'model', 'perfect', 'keeping', 'latest', 'trends', 'without', 'breaking', 'bank', 'love', 'stylish', 'affordable', 'clothing']",zara fast fashion model perfect keeping latest trends without breaking bank love stylish affordable clothing,zara fast fashion model perfect keeping latest trends without breaking bank love stylish affordable clothing,zara fast fashion model perfect keeping latest trends without breaking bank love stylish affordable clothing,True,0.168,0.648,0.184,0.0854,positive
2017,Chanel,chanel's timeless elegance never goes out of style. their iconic tweed jackets and quilted bags are true fashion statements.,124,"['chanel', 'timeless', 'elegance', 'never', 'goes', 'style', 'iconic', 'tweed', 'jackets', 'quilted', 'bags', 'true', 'fashion', 'statements']",chanel timeless elegance never goes style iconic tweed jackets quilted bags true fashion statements,chanel timeless elegance never goes style iconic tweed jackets quilted bags true fashion statements,chanel timeless elegance never goes style iconic tweed jackets quilted bags true fashion statements,True,0.0,0.67,0.33,0.7096,positive
2018,Louis Vuitton,louis vuitton's luxury fashion accessories are a symbol of prestige. their iconic monogram print is instantly recognizable.,123,"['louis', 'vuitton', 'luxury', 'fashion', 'accessories', 'symbol', 'prestige', 'iconic', 'monogram', 'print', 'instantly', 'recognizable']",louis vuitton luxury fashion accessories symbol prestige iconic monogram print instantly recognizable,louis vuitton luxury fashion accessories symbol prestige iconic monogram print instantly recognizable,louis vuitton luxury fashion accessories symbol prestige iconic monogram print instantly recognizable,True,0.0,1.0,0.0,0.0,neutral
2019,Balenciaga,balenciaga's avant-garde designs are pushing the boundaries of fashion. their unique and edgy pieces are a fashion lover's dream.,129,"['balenciaga', 'avant', 'garde', 'designs', 'pushing', 'boundaries', 'fashion', 'unique', 'edgy', 'pieces', 'fashion', 'lover', 'dream']",balenciaga avant garde designs pushing boundaries fashion unique edgy pieces fashion lover dream,balenciaga avant garde designs pushing boundaries fashion unique edgy pieces fashion lover dream,balenciaga avant garde designs pushing boundaries fashion unique edgy pieces fashion lover dream,True,0.0,0.655,0.345,0.7003,positive
2016,Nike,nike's athleisure wear is not only comfortable but also stylish. love their sportswear collections for both fitness and fashion.,128,"['nike', 'athleisure', 'wear', 'comfortable', 'also', 'stylish', 'love', 'sportswear', 'collections', 'fitness', 'fashion']",nike athleisure wear comfortable also stylish love sportswear collections fitness fashion,nike athleisure wear comfortable also stylish love sportswear collections fitness fashion,nike athleisure wear comfortable also stylish love sportswear collections fitness fashion,True,0.0,0.455,0.545,0.8625,positive
2017,Adidas,adidas' collaborations with top designers and celebrities are always exciting. their limited-edition releases are highly sought after.,134,"['adidas', 'collaborations', 'top', 'designers', 'celebrities', 'always', 'exciting', 'limited', 'edition', 'releases', 'highly', 'sought']",adidas collaborations top designers celebrities always exciting limited edition releases highly sought,adidas collaborations top designers celebrities always exciting limited edition releases highly sought,adidas collaborations top designers celebrities always exciting limited edition releases highly sought,True,0.119,0.566,0.314,0.4767,positive
2018,LVMH,lvmh's portfolio of luxury brands represents the epitome of fashion excellence. their commitment to quality is unmatched.,121,"['lvmh', 'portfolio', 'luxury', 'brands', 'represents', 'epitome', 'fashion', 'excellence', 'commitment', 'quality', 'unmatched']",lvmh portfolio luxury brands represents epitome fashion excellence commitment quality unmatched,lvmh portfolio luxury brands represents epitome fashion excellence commitment quality unmatched,lvmh portfolio luxury brands represents epitome fashion excellence commitment quality unmatched,True,0.081,0.5,0.419,0.7506,positive
2019,Burberry,burberry's trench coats are a timeless fashion staple. their iconic plaid pattern is instantly recognizable.,108,"['burberry', 'trench', 'coats', 'timeless', 'fashion', 'staple', 'iconic', 'plaid', 'pattern', 'instantly', 'recognizable']",burberry trench coats timeless fashion staple iconic plaid pattern instantly recognizable,burberry trench coats timeless fashion staple iconic plaid pattern instantly recognizable,burberry trench coats timeless fashion staple iconic plaid pattern instantly recognizable,True,0.0,1.0,0.0,0.0,neutral
2016,Gucci,gucci's fashion campaigns are always captivating. their designs exude luxury and glamour.,89,"['gucci', 'fashion', 'campaigns', 'always', 'captivating', 'designs', 'exude', 'luxury', 'glamour']",gucci fashion campaigns always captivating designs exude luxury glamour,gucci fashion campaigns always captivating designs exude luxury glamour,gucci fashion campaigns always captivating designs exude luxury glamour,True,0.0,0.702,0.298,0.5267,positive
2017,Ralph Lauren,ralph lauren's preppy style is synonymous with american fashion. their polo shirts and cable-knit sweaters are classics.,120,"['ralph', 'lauren', 'preppy', 'style', 'synonymous', 'american', 'fashion', 'polo', 'shirts', 'cable', 'knit', 'sweaters', 'classics']",ralph lauren preppy style synonymous american fashion polo shirts cable knit sweaters classics,ralph lauren preppy style synonymous american fashion polo shirts cable knit sweaters classics,ralph lauren preppy style synonymous american fashion polo shirts cable knit sweaters classics,True,0.0,1.0,0.0,0.0,neutral
2018,H&M,h&m's collaborations with top fashion designers bring,53,"['h', 'collaborations', 'top', 'fashion', 'designers', 'bring']",collaborations top fashion designers bring,collaborations top fashion designers bring,collaborations top fashion designers bring,True,0.0,0.69,0.31,0.2023,positive
2015,Forever 21,"disappointed with the quality of clothes i bought from forever 21. they don't seem to last long, and the stitching came apart after just a few wears.",149,"['disappointed', 'quality', 'clothes', 'bought', 'forever', '21', 'seem', 'last', 'long', 'stitching', 'came', 'apart', 'wears']",disappointed quality clothes bought forever seem last long stitching came apart wears,disappointed quality clothes bought forever seem last long stitching came apart wears,disappointed quality clothes bought forever seem last long stitching came apart wears,True,0.22,0.78,0.0,-0.4767,negative
2016,Abercrombie & Fitch,"abercrombie & fitch used to be a cool brand, but their recent designs are uninspiring. they need to step up their game to stay relevant.",136,"['abercrombie', 'fitch', 'used', 'cool', 'brand', 'recent', 'designs', 'uninspiring', 'need', 'step', 'game', 'stay', 'relevant']",abercrombie fitch used cool brand recent designs uninspiring need step game stay relevant,abercrombie fitch used cool brand recent designs uninspiring need step game stay relevant,abercrombie fitch used cool brand recent designs uninspiring need step game stay relevant,True,0.0,0.839,0.161,0.3182,positive
2017,Gap,"the gap's prices are way too high for the quality they offer. the clothes shrink after one wash, and the stitching is subpar.",125,"['gap', 'prices', 'way', 'high', 'quality', 'offer', 'clothes', 'shrink', 'one', 'wash', 'stitching', 'subpar']",gap prices way high quality offer clothes shrink one wash stitching subpar,gap prices way high quality offer clothes shrink one wash stitching subpar,gap prices way high quality offer clothes shrink one wash stitching subpar,True,0.0,1.0,0.0,0.0,neutral
2018,Victoria's Secret,victoria's secret needs to adapt to the changing beauty standards. their lack of inclusivity and diversity is disappointing.,124,"['victoria', 'secret', 'needs', 'adapt', 'changing', 'beauty', 'standards', 'lack', 'inclusivity', 'diversity', 'disappointing']",victoria secret needs adapt changing beauty standards lack inclusivity diversity disappointing,victoria secret needs adapt changing beauty standards lack inclusivity diversity disappointing,victoria secret needs adapt changing beauty standards lack inclusivity diversity disappointing,True,0.318,0.462,0.22,-0.1779,negative
2019,Juicy Couture,juicy couture's velour tracksuits are outdated. it's time for them to reinvent themselves and come up with fresh and modern designs.,132,"['juicy', 'couture', 'velour', 'tracksuits', 'outdated', 'time', 'reinvent', 'come', 'fresh', 'modern', 'designs']",juicy couture velour tracksuits outdated time reinvent come fresh modern designs,juicy couture velour tracksuits outdated time reinvent come fresh modern designs,juicy couture velour tracksuits outdated time reinvent come fresh modern designs,True,0.0,0.813,0.187,0.3182,positive
2016,Aeropostale,"aeropostale's clothes feel cheap and poorly made. they used to be a go-to brand for teens, but now their designs are boring.",124,"['aeropostale', 'clothes', 'feel', 'cheap', 'poorly', 'made', 'used', 'go', 'brand', 'teens', 'designs', 'boring']",aeropostale clothes feel cheap poorly made used brand teens designs boring,aeropostale clothes feel cheap poorly made used brand teens designs boring,aeropostale clothes feel cheap poorly made used brand teens designs boring,True,0.187,0.813,0.0,-0.3182,negative
2017,American Eagle Outfitters,"american eagle's sizes are inconsistent, and their clothes don't fit well. it's frustrating to shop there and not find anything that fits properly.",147,"['american', 'eagle', 'sizes', 'inconsistent', 'clothes', 'fit', 'well', 'frustrating', 'shop', 'find', 'anything', 'fits', 'properly']",american eagle sizes inconsistent clothes fit well frustrating shop find anything fits properly,american eagle sizes inconsistent clothes fit well frustrating shop find anything fits properly,american eagle sizes inconsistent clothes fit well frustrating shop find anything fits properly,True,0.166,0.571,0.263,0.1779,positive
2018,Dolce & Gabbana,dolce & gabbana's recent controversies have tainted their brand image. their insensitive remarks and cultural insensitivity are unacceptable.,141,"['dolce', 'gabbana', 'recent', 'controversies', 'tainted', 'brand', 'image', 'insensitive', 'remarks', 'cultural', 'insensitivity', 'unacceptable']",dolce gabbana recent controversies tainted brand image insensitive remarks cultural insensitivity unacceptable,dolce gabbana recent controversies tainted brand image insensitive remarks cultural insensitivity unacceptable,dolce gabbana recent controversies tainted brand image insensitive remarks cultural insensitivity unacceptable,True,0.461,0.539,0.0,-0.7717,negative
2019,Forever 21,"forever 21's stores are always a mess, and it's impossible to find anything in their chaotic racks. it's a shopping nightmare.",126,"['forever', '21', 'stores', 'always', 'mess', 'impossible', 'find', 'anything', 'chaotic', 'racks', 'shopping', 'nightmare']",forever stores always mess impossible find anything chaotic racks shopping nightmare,forever stores always mess impossible find anything chaotic racks shopping nightmare,forever stores always mess impossible find anything chaotic racks shopping nightmare,True,0.388,0.612,0.0,-0.6908,negative
